Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
2,2,5,0,,,,78.132,0,0,0,0.0
2,3,5,0,,,,78.66,0,0,0,0.0
2,4,5,0,,,,82.248,0,0,0,0.0
2,5,5,0,,,,81.432,0,0,0,0.0
2,6,5,0,,,,86.244,0,0,0,0.0
2,7,5,0,,,,86.232,0,0,0,0.0
2,8,5,0,,,,94.092,0,0,0,0.0
2,9,5,0,,,,121.596,0,0,0,0.0
2,10,5,0,,,,157.848,0,0,0,0.0
2,11,5,0,,,,168.324,0,0,0,0.0
2,12,5,0,,,,143.244,0,0,0,0.0
2,13,5,0,,,,141.396,0,0,0,0.0
2,14,5,0,,,,141.552,0,0,0,0.0
2,15,5,0,,,,143.064,0,0,0,0.0
2,16,5,0,,,,142.944,0,0,0,0.0
2,17,5,0,,,,136.248,0,0,0,0.0
2,18,5,0,,,,134.988,0,0,0,0.0
2,19,5,0,,,,131.556,0,0,0,0.0
2,20,5,0,,,,131.82,0,0,0,0.0
2,21,5,0,,,,129.24,0,0,0,0.0
2,22,5,0,,,,127.284,0,0,0,0.0
2,23,5,0,,,,127.008,0,0,0,0.0
2,24,5,0,,,,90.708,0,0,0,0.0
2,1,6,0,,,,86.196,0,0,0,0.0
2,2,6,0,,,,84.756,0,0,0,0.0
2,3,6,0,,,,82.356,0,0,0,0.0
2,4,6,0,,,,87.336,0,0,0,0.0
2,5,6,0,,,,85.02,0,0,0,0.0
2,6,6,0,,,,83.532,0,0,0,0.0
2,7,6,0,,,,84.444,0,0,0,0.0
2,8,6,0,,,,94.068,0,0,0,0.0
2,9,6,0,,,,112.356,0,0,0,0.0
2,10,6,0,,,,150.06,0,0,0,0.0
2,11,6,0,,,,146.784,0,0,0,0.0
2,12,6,0,,,,142.764,0,0,0,0.0
2,13,6,0,,,,146.184,0,0,0,0.0
2,14,6,0,,,,141.972,0,0,0,0.0
2,15,6,0,,,,139.224,0,0,0,0.8333333333333334
2,16,6,0,,,,145.92,0,0,0,0.8333333333333334
2,17,6,0,,,,135.156,0,0,0,0.0
2,18,6,0,,,,136.284,0,0,0,0.0
2,19,6,0,,,,134.616,0,0,0,0.0
2,20,6,0,,,,131.352,0,0,0,0.0
2,21,6,0,,,,133.236,0,0,0,0.0
2,22,6,0,,,,129.012,0,0,0,0.0
2,23,6,0,,,,132.072,0,0,0,0.0
2,24,6,0,,,,89.916,0,0,0,0.0
2,1,7,0,,,,82.488,0,0,0,0.0
2,2,7,0,,,,84.0,0,0,0,0.0
2,3,7,0,,,,79.692,0,0,0,0.0
2,4,7,0,,,,80.352,0,0,0,0.0
2,5,7,0,,,,85.68,0,0,0,0.0
2,6,7,0,,,,85.728,0,0,0,0.0
2,7,7,0,,,,83.652,0,0,0,0.0
2,8,7,0,,,,89.556,0,0,0,0.0
2,9,7,0,,,,99.24,0,0,0,0.0
2,10,7,0,,,,161.22,0,0,0,0.8333333333333334
2,11,7,0,,,,173.256,0,0,0,2.5
2,12,7,0,,,,166.284,0,0,0,6.666666666666667
2,13,7,0,,,,149.364,0,0,0,5.833333333333333
2,14,7,0,,,,146.148,0,0,0,0.0
2,15,7,0,,,,151.008,0,0,0,1.6666666666666667
2,16,7,0,,,,139.884,0,0,0,0.0
2,17,7,0,,,,125.544,0,0,0,0.0
2,18,7,0,,,,135.036,0,0,0,0.0
2,19,7,0,,,,132.792,0,0,0,0.0
2,20,7,0,,,,127.596,0,0,0,0.0
2,21,7,0,,,,128.364,0,0,0,0.0
2,22,7,0,,,,118.188,0,0,0,0.0
2,23,7,0,,,,123.336,0,0,0,0.0
2,24,7,0,,,,86.94,0,0,0,0.0
2,1,1,0,,,,73.74,0,0,0,0.0
2,2,1,0,,,,74.592,0,0,0,0.0
2,3,1,0,,,,78.012,0,0,0,0.0
2,4,1,0,,,,77.844,0,0,0,0.0
2,5,1,0,,,,79.236,0,0,0,0.0
2,6,1,0,,,,81.636,0,0,0,0.0
2,7,1,0,,,,83.328,0,0,0,0.0
2,8,1,0,,,,88.728,0,0,0,0.0
2,9,1,0,,,,95.88,0,0,0,0.0
2,10,1,0,,,,172.848,0,0,0,0.0
2,11,1,0,,,,163.5,0,0,0,0.0
2,12,1,0,,,,155.052,0,0,0,0.0
2,13,1,0,,,,146.376,0,0,0,0.0
2,14,1,0,,,,145.404,0,0,0,0.0
2,15,1,0,,,,136.476,0,0,0,0.0
2,16,1,0,,,,135.444,0,0,0,0.0
2,17,1,0,,,,126.912,0,0,0,0.0
2,18,1,0,,,,138.132,0,0,0,0.0
2,19,1,0,,,,127.2,0,0,0,0.0
2,20,1,0,,,,125.1,0,0,0,0.0
2,21,1,0,,,,126.504,0,0,0,0.0
2,22,1,0,,,,131.856,0,0,0,0.0
2,23,1,0,,,,119.964,0,0,0,0.0
2,24,1,0,,,,87.828,0,0,0,0.0
2,1,2,0,,,,74.976,0,0,0,0.0
2,2,2,0,,,,76.332,0,0,0,0.0
2,3,2,0,,,,80.904,0,0,0,0.0
2,4,2,0,,,,86.328,0,0,0,0.0
2,5,2,0,,,,82.308,0,0,0,0.0
2,6,2,0,,,,81.972,0,0,0,0.0
2,7,2,0,,,,84.048,0,0,0,0.0
2,8,2,0,,,,90.396,0,0,0,0.0
2,9,2,0,,,,117.768,0,0,0,0.0
2,10,2,0,,,,191.676,0,0,0,0.0
2,11,2,0,,,,185.328,0,0,0,0.0
2,12,2,0,,,,167.844,0,0,0,2.5
2,13,2,0,,,,166.44,0,0,0,2.5
2,14,2,0,,,,168.936,0,0,0,2.5
2,15,2,0,,,,158.412,0,0,0,2.5
2,16,2,0,,,,168.756,0,0,0,0.8333333333333334
2,17,2,0,,,,142.356,0,0,0,0.0
2,18,2,0,,,,143.088,0,0,0,0.0
2,19,2,0,,,,139.596,0,0,0,0.0
2,20,2,0,,,,131.904,0,0,0,0.0
2,21,2,0,,,,132.696,0,0,0,0.0
2,22,2,0,,,,124.812,0,0,0,0.0
2,23,2,0,,,,123.216,0,0,0,0.0
2,24,2,0,,,,89.028,0,0,0,0.0
2,1,3,0,,,,71.208,0,0,0,0.0
2,2,3,0,,,,76.632,0,0,0,0.0
2,3,3,0,,,,79.896,0,0,0,0.0
2,4,3,0,,,,81.528,0,0,0,0.0
2,5,3,0,,,,83.88,0,0,0,0.0
2,6,3,0,,,,79.812,0,0,0,0.0
2,7,3,0,,,,84.552,0,0,0,0.0
2,8,3,0,,,,88.164,0,0,0,0.0
2,9,3,0,,,,112.74,0,0,0,0.0
2,10,3,0,,,,193.848,0,0,0,0.0
2,11,3,0,,,,184.704,0,0,0,6.666666666666667
2,12,3,0,,,,162.72,0,0,0,16.666666666666668
2,13,3,0,,,,157.08,0,0,0,54.16666666666666
2,14,3,0,,,,144.3,0,0,0,17.5
2,15,3,0,,,,149.652,0,0,0,6.666666666666667
2,16,3,0,,,,146.988,0,0,0,1.6666666666666667
2,17,3,0,,,,139.068,0,0,0,1.6666666666666667
2,18,3,0,,,,128.172,0,0,0,0.0
2,19,3,0,,,,127.2,0,0,0,0.0
2,20,3,0,,,,132.24,0,0,0,0.0
2,21,3,0,,,,131.388,0,0,0,0.0
2,22,3,0,,,,131.508,0,0,0,0.0
2,23,3,0,,,,127.944,0,0,0,0.0
2,24,3,0,,,,86.856,0,0,0,0.0
2,1,4,0,,,,90.564,0,0,0,0.0
2,2,4,0,,,,99.012,0,0,0,0.0
2,3,4,0,,,,92.388,0,0,0,0.0
2,4,4,0,,,,93.42,0,0,0,0.0
2,5,4,0,,,,96.828,0,0,0,0.0
2,6,4,0,,,,85.392,0,0,0,0.0
2,7,4,0,,,,85.632,0,0,0,0.0
2,8,4,0,,,,91.416,0,0,0,0.0
2,9,4,0,,,,122.94,0,0,0,0.0
2,10,4,0,,,,186.048,0,0,0,0.8333333333333334
2,11,4,0,,,,200.412,0,0,0,35.833333333333336
2,12,4,0,,,,177.084,0,0,0,36.66666666666666
2,13,4,0,,,,161.16,0,0,0,60.833333333333336
2,14,4,0,,,,165.264,0,0,0,41.66666666666666
2,15,4,0,,,,154.932,0,0,0,11.666666666666666
2,16,4,0,,,,158.652,0,0,0,4.166666666666667
2,17,4,0,,,,141.048,0,0,0,0.8333333333333334
2,18,4,0,,,,147.732,0,0,0,0.0
2,19,4,0,,,,138.804,0,0,0,0.0
2,20,4,0,,,,132.576,0,0,0,0.0
2,21,4,0,,,,136.08,0,0,0,0.0
2,22,4,0,,,,126.816,0,0,0,0.0
2,23,4,0,,,,132.924,0,0,0,0.0
2,24,4,0,,,,77.748,0,0,0,0.0
2,1,5,0,,,,3.852,0,0,0,0.0
2,2,5,0,,,,77.628,0,0,0,0.0
2,3,5,0,,,,72.876,0,0,0,0.0
2,4,5,0,,,,74.628,0,0,0,0.0
2,5,5,0,,,,76.044,0,0,0,0.0
2,6,5,0,,,,76.14,0,0,0,0.0
2,7,5,0,,,,75.156,0,0,0,0.0
2,8,5,0,,,,90.132,0,0,0,0.0
2,9,5,0,,,,117.42,0,0,0,0.0
2,10,5,0,,,,168.144,0,0,0,0.0
2,11,5,0,,,,160.812,0,0,0,0.8333333333333334
2,12,5,0,,,,154.14,0,0,0,5.0
2,13,5,0,,,,141.504,0,0,0,19.166666666666668
2,14,5,0,,,,145.932,0,0,0,13.333333333333334
2,15,5,0,,,,141.936,0,0,0,6.666666666666667
2,16,5,0,,,,141.528,0,0,0,3.333333333333333
2,17,5,0,,,,136.464,0,0,0,4.166666666666667
2,18,5,0,,,,139.74,0,0,0,0.0
2,19,5,0,,,,135.492,0,0,0,0.0
2,20,5,0,,,,133.908,0,0,0,0.0
2,21,5,0,,,,131.316,0,0,0,0.0
2,22,5,0,,,,135.252,0,0,0,0.0
2,23,5,0,,,,131.184,0,0,0,0.0
2,24,5,0,,,,89.1,0,0,0,0.0
2,1,6,0,,,,77.04,0,0,0,0.0
2,2,6,0,,,,76.668,0,0,0,0.0
2,3,6,0,,,,81.12,0,0,0,0.0
2,4,6,0,,,,78.384,0,0,0,0.0
2,5,6,0,,,,79.02,0,0,0,0.0
2,6,6,0,,,,80.976,0,0,0,0.0
2,7,6,0,,,,82.416,0,0,0,0.0
2,8,6,0,,,,65.064,0,0,0,0.0
2,9,6,0,,,,120.816,0,0,0,0.0
2,10,6,0,,,,155.292,0,0,0,0.0
2,11,6,0,,,,160.848,0,0,0,0.0
2,12,6,0,,,,144.288,0,0,0,0.0
2,13,6,0,,,,139.908,0,0,0,0.0
2,14,6,0,,,,139.704,0,0,0,0.0
2,15,6,0,,,,142.704,0,0,0,0.0
2,16,6,0,,,,139.704,0,0,0,0.0
2,17,6,0,,,,135.204,0,0,0,0.0
2,18,6,0,,,,136.428,0,0,0,0.0
2,19,6,0,,,,130.176,0,0,0,0.0
2,20,6,0,,,,127.104,0,0,0,0.0
2,21,6,0,,,,130.92,0,0,0,0.0
2,22,6,0,,,,122.364,0,0,0,0.0
2,23,6,0,,,,124.848,0,0,0,0.0
2,24,6,0,,,,86.64,0,0,0,0.0
2,1,7,0,,,,71.628,0,0,0,0.0
2,2,7,0,,,,74.784,0,0,0,0.0
2,3,7,0,,,,76.776,0,0,0,0.0
2,4,7,0,,,,81.288,0,0,0,0.0
2,5,7,0,,,,77.808,0,0,0,0.0
2,6,7,0,,,,83.148,0,0,0,0.0
2,7,7,0,,,,82.62,0,0,0,0.0
2,8,7,0,,,,85.212,0,0,0,0.0
2,9,7,0,,,,92.364,0,0,0,0.0
2,10,7,0,,,,144.372,0,0,0,1.6666666666666667
2,11,7,0,,,,143.436,0,0,0,5.833333333333333
2,12,7,0,,,,141.216,0,0,0,8.333333333333334
2,13,7,0,,,,138.12,0,0,0,10.0
2,14,7,0,,,,137.724,0,0,0,13.333333333333334
2,15,7,0,,,,140.448,0,0,0,10.0
2,16,7,0,,,,134.82,0,0,0,10.0
2,17,7,0,,,,131.1,0,0,0,2.5
2,18,7,0,,,,135.336,0,0,0,0.0
2,19,7,0,,,,125.04,0,0,0,0.0
2,20,7,0,,,,119.16,0,0,0,0.0
2,21,7,0,,,,118.596,0,0,0,0.0
2,22,7,0,,,,123.084,0,0,0,0.0
2,23,7,0,,,,110.112,0,0,0,0.0
2,24,7,0,,,,69.852,0,0,0,0.0
2,1,1,0,,,,64.116,0,0,0,0.0
2,2,1,0,,,,61.932,0,0,0,0.0
2,3,1,0,,,,66.744,0,0,0,0.0
2,4,1,0,,,,69.672,0,0,0,0.0
2,5,1,0,,,,66.48,0,0,0,0.0
2,6,1,0,,,,72.828,0,0,0,0.0
2,7,1,0,,,,74.868,0,0,0,0.0
2,8,1,0,,,,78.588,0,0,0,0.0
2,9,1,0,,,,89.46,0,0,0,1.6666666666666667
2,10,1,0,,,,143.208,0,0,0,79.16666666666667
2,11,1,0,,,,134.496,0,0,0,69.16666666666667
2,12,1,0,,,,132.672,0,0,0,32.5
2,13,1,0,,,,130.68,0,0,0,43.333333333333336
2,14,1,0,,,,129.648,0,0,0,60.833333333333336
2,15,1,0,,,,128.832,0,0,0,25.83333333333333
2,16,1,0,,,,135.984,0,0,0,25.0
2,17,1,0,,,,128.004,0,0,0,8.333333333333334
2,18,1,0,,,,124.896,0,0,0,0.0
2,19,1,0,,,,120.492,0,0,0,0.0
2,20,1,0,,,,117.6,0,0,0,0.0
2,21,1,0,,,,117.18,0,0,0,0.0
2,22,1,0,,,,111.588,0,0,0,0.0
2,23,1,0,,,,112.524,0,0,0,0.0
2,24,1,0,,,,81.624,0,0,0,0.0
2,1,2,0,,,,76.512,0,0,0,0.0
2,2,2,0,,,,76.224,0,0,0,0.0
2,3,2,0,,,,75.384,0,0,0,0.0
2,4,2,0,,,,79.02,0,0,0,0.0
2,5,2,0,,,,82.716,0,0,0,0.0
2,6,2,0,,,,85.56,0,0,0,0.0
2,7,2,0,,,,80.82,0,0,0,0.0
2,8,2,0,,,,90.924,0,0,0,0.0
2,9,2,0,,,,112.836,0,0,0,0.8333333333333334
2,10,2,0,,,,152.556,0,0,0,20.0
2,11,2,0,,,,155.82,0,0,0,50.0
2,12,2,0,,,,147.864,0,0,0,65.83333333333333
2,13,2,0,,,,145.668,0,0,0,90.83333333333331
2,14,2,0,,,,138.876,0,0,0,93.33333333333331
2,15,2,0,,,,138.072,0,0,0,115.83333333333331
2,16,2,0,,,,136.956,0,0,0,70.83333333333333
2,17,2,0,,,,132.156,0,0,0,22.5
2,18,2,0,,,,133.044,0,0,0,0.8333333333333334
2,19,2,0,,,,130.464,0,0,0,0.0
2,20,2,0,,,,127.704,0,0,0,0.0
2,21,2,0,,,,134.46,0,0,0,0.0
2,22,2,0,,,,128.196,0,0,0,0.0
2,23,2,0,,,,125.7,0,0,0,0.0
2,24,2,0,,,,89.268,0,0,0,0.0
2,1,3,0,,,,77.496,0,0,0,0.0
2,2,3,0,,,,77.916,0,0,0,0.0
2,3,3,0,,,,83.184,0,0,0,0.0
2,4,3,0,,,,84.504,0,0,0,0.0
2,5,3,0,,,,83.388,0,0,0,0.0
2,6,3,0,,,,84.96,0,0,0,0.0
2,7,3,0,,,,85.236,0,0,0,0.0
2,8,3,0,,,,93.792,0,0,0,0.0
2,9,3,0,,,,122.424,0,0,0,0.0
2,10,3,0,,,,156.708,0,0,0,10.833333333333334
2,11,3,0,,,,151.308,0,0,0,31.666666666666668
2,12,3,0,,,,137.664,0,0,0,38.333333333333336
2,13,3,0,,,,140.376,0,0,0,30.0
2,14,3,0,,,,142.332,0,0,0,39.16666666666666
2,15,3,0,,,,141.192,0,0,0,15.833333333333334
2,16,3,0,,,,141.228,0,0,0,11.666666666666666
2,17,3,0,,,,133.272,0,0,0,0.0
2,18,3,0,,,,133.5,0,0,0,0.0
2,19,3,0,,,,129.24,0,0,0,0.0
2,20,3,0,,,,127.86,0,0,0,0.0
2,21,3,0,,,,130.536,0,0,0,0.0
2,22,3,0,,,,123.468,0,0,0,0.0
2,23,3,0,,,,123.336,0,0,0,0.0
2,24,3,0,,,,83.1,0,0,0,0.0
2,1,4,0,,,,77.964,0,0,0,0.0
2,2,4,0,,,,67.116,0,0,0,0.0
2,3,4,0,,,,69.132,0,0,0,0.0
2,4,4,0,,,,72.612,0,0,0,0.0
2,5,4,0,,,,74.772,0,0,0,0.0
2,6,4,0,,,,76.752,0,0,0,0.0
2,7,4,0,,,,75.012,0,0,0,0.0
2,8,4,0,,,,82.296,0,0,0,0.0
2,9,4,0,,,,110.58,0,0,0,0.0
2,10,4,0,,,,149.688,0,0,0,7.5
2,11,4,0,,,,151.104,0,0,0,21.666666666666668
2,12,4,0,,,,138.18,0,0,0,41.66666666666666
2,13,4,0,,,,136.296,0,0,0,88.33333333333333
2,14,4,0,,,,129.264,0,0,0,225.0
2,15,4,0,,,,120.108,0,0,0,119.16666666666669
2,16,4,0,,,,126.144,0,0,0,61.66666666666666
2,17,4,0,,,,119.232,0,0,0,19.166666666666668
2,18,4,0,,,,120.54,0,0,0,0.8333333333333334
2,19,4,0,,,,115.644,0,0,0,0.0
2,20,4,0,,,,119.652,0,0,0,0.0
2,21,4,0,,,,122.628,0,0,0,0.0
2,22,4,0,,,,118.92,0,0,0,0.0
2,23,4,0,,,,113.676,0,0,0,0.0
2,24,4,0,,,,74.268,0,0,0,0.0
2,1,5,0,,,,75.516,0,0,0,0.0
2,2,5,0,,,,77.064,0,0,0,0.0
2,3,5,0,,,,75.384,0,0,0,0.0
2,4,5,0,,,,80.568,0,0,0,0.0
2,5,5,0,,,,79.776,0,0,0,0.0
2,6,5,0,,,,79.464,0,0,0,0.0
2,7,5,0,,,,83.136,0,0,0,0.0
2,8,5,0,,,,87.264,0,0,0,0.0
2,9,5,0,,,,114.996,0,0,0,0.0
2,10,5,0,,,,161.82,0,0,0,14.166666666666666
2,11,5,0,,,,155.964,0,0,0,25.83333333333333
2,12,5,0,,,,142.692,0,0,0,25.0
2,13,5,0,,,,146.952,0,0,0,10.0
2,14,5,0,,,,145.344,0,0,0,35.833333333333336
2,15,5,0,,,,140.856,0,0,0,22.5
2,16,5,0,,,,142.392,0,0,0,54.16666666666666
2,17,5,0,,,,132.06,0,0,0,20.83333333333333
2,18,5,0,,,,132.384,0,0,0,0.8333333333333334
2,19,5,0,,,,129.372,0,0,0,0.0
2,20,5,0,,,,130.788,0,0,0,0.0
2,21,5,0,,,,130.968,0,0,0,0.0
2,22,5,0,,,,125.16,0,0,0,0.0
2,23,5,0,,,,123.252,0,0,0,0.0
2,24,5,0,,,,90.6,0,0,0,0.0
2,1,6,0,,,,76.8,0,0,0,0.0
2,2,6,0,,,,80.712,0,0,0,0.0
2,3,6,0,,,,78.264,0,0,0,0.0
2,4,6,0,,,,81.24,0,0,0,0.0
2,5,6,0,,,,80.424,0,0,0,0.0
2,6,6,0,,,,82.428,0,0,0,0.0
2,7,6,0,,,,83.46,0,0,0,0.0
2,8,6,0,,,,91.164,0,0,0,0.0
2,9,6,0,,,,108.012,0,0,0,0.0
2,10,6,0,,,,153.576,0,0,0,0.0
2,11,6,0,,,,160.836,0,0,0,0.8333333333333334
2,12,6,0,,,,153.468,0,0,0,14.166666666666666
2,13,6,0,,,,143.028,0,0,0,27.5
2,14,6,0,,,,143.856,0,0,0,13.333333333333334
2,15,6,0,,,,140.232,0,0,0,13.333333333333334
2,16,6,0,,,,140.088,0,0,0,12.5
2,17,6,0,,,,135.06,0,0,0,5.0
2,18,6,0,,,,136.26,0,0,0,0.8333333333333334
2,19,6,0,,,,129.516,0,0,0,0.0
2,20,6,0,,,,130.452,0,0,0,0.0
2,21,6,0,,,,129.876,0,0,0,0.0
2,22,6,0,,,,128.868,0,0,0,0.0
2,23,6,0,,,,123.6,0,0,0,0.0
2,24,6,0,,,,86.052,0,0,0,0.0
2,1,7,0,,,,68.532,0,0,0,0.0
2,2,7,0,,,,70.908,0,0,0,0.0
2,3,7,0,,,,70.884,0,0,0,0.0
2,4,7,0,,,,72.348,0,0,0,0.0
2,5,7,0,,,,78.216,0,0,0,0.0
2,6,7,0,,,,79.752,0,0,0,0.0
2,7,7,0,,,,82.056,0,0,0,0.0
2,8,7,0,,,,91.2,0,0,0,0.0
2,9,7,0,,,,94.716,0,0,0,0.0
2,10,7,0,,,,145.296,0,0,0,0.0
2,11,7,0,,,,141.108,0,0,0,0.0
2,12,7,0,,,,140.64,0,0,0,0.0
2,13,7,0,,,,136.272,0,0,0,1.6666666666666667
2,14,7,0,,,,134.256,0,0,0,2.5
2,15,7,0,,,,138.228,0,0,0,1.6666666666666667
2,16,7,0,,,,140.016,0,0,0,0.0
2,17,7,0,,,,124.86,0,0,0,0.0
2,18,7,0,,,,132.756,0,0,0,0.0
2,19,7,0,,,,125.304,0,0,0,0.0
2,20,7,0,,,,129.648,0,0,0,0.0
2,21,7,0,,,,126.984,0,0,0,0.0
2,22,7,0,,,,129.636,0,0,0,0.0
2,23,7,0,,,,125.124,0,0,0,0.0
2,24,7,0,,,,82.188,0,0,0,0.0
2,1,1,0,,,,76.764,0,0,0,0.0
2,2,1,0,,,,79.224,0,0,0,0.0
2,3,1,0,,,,83.28,0,0,0,0.0
2,4,1,0,,,,79.776,0,0,0,0.0
2,5,1,0,,,,82.824,0,0,0,0.0
2,6,1,0,,,,83.388,0,0,0,0.0
2,7,1,0,,,,87.468,0,0,0,0.0
2,8,1,0,,,,95.112,0,0,0,0.0
2,9,1,0,,,,94.968,0,0,0,0.0
2,10,1,0,,,,142.608,0,0,0,0.0
2,11,1,0,,,,144.048,0,0,0,0.0
2,12,1,0,,,,142.14,0,0,0,0.0
2,13,1,0,,,,136.608,0,0,0,0.0
2,14,1,0,,,,138.192,0,0,0,0.0
2,15,1,0,,,,139.284,0,0,0,0.0
2,16,1,0,,,,130.608,0,0,0,0.0
2,17,1,0,,,,126.888,0,0,0,0.0
2,18,1,0,,,,129.54,0,0,0,0.0
2,19,1,0,,,,129.54,0,0,0,0.0
2,20,1,0,,,,122.7,0,0,0,0.0
2,21,1,0,,,,124.128,0,0,0,0.0
2,22,1,0,,,,120.612,0,0,0,0.0
2,23,1,0,,,,121.476,0,0,0,0.0
2,24,1,0,,,,81.816,0,0,0,0.0
2,1,2,0,,,,69.372,0,0,0,0.0
2,2,2,0,,,,73.476,0,0,0,0.0
2,3,2,0,,,,74.928,0,0,0,0.0
2,4,2,0,,,,76.884,0,0,0,0.0
2,5,2,0,,,,75.36,0,0,0,0.0
2,6,2,0,,,,78.024,0,0,0,0.0
2,7,2,0,,,,77.724,0,0,0,0.0
2,8,2,0,,,,86.628,0,0,0,0.0
2,9,2,0,,,,109.092,0,0,0,0.0
2,10,2,0,,,,156.9,0,0,0,0.0
2,11,2,0,,,,155.904,0,0,0,0.0
2,12,2,0,,,,142.236,0,0,0,0.0
2,13,2,0,,,,141.564,0,0,0,0.0
2,14,2,0,,,,141.18,0,0,0,0.0
2,15,2,0,,,,142.116,0,0,0,0.0
2,16,2,0,,,,140.964,0,0,0,0.0
2,17,2,0,,,,132.372,0,0,0,0.0
2,18,2,0,,,,135.312,0,0,0,0.0
2,19,2,0,,,,130.128,0,0,0,0.0
2,20,2,0,,,,125.772,0,0,0,0.0
2,21,2,0,,,,128.7,0,0,0,0.0
2,22,2,0,,,,127.872,0,0,0,0.0
2,23,2,0,,,,124.584,0,0,0,0.0
2,24,2,0,,,,79.776,0,0,0,0.0
2,1,3,0,,,,73.908,0,0,0,0.0
2,2,3,0,,,,76.368,0,0,0,0.0
2,3,3,0,,,,80.436,0,0,0,0.0
2,4,3,0,,,,83.616,0,0,0,0.0
2,5,3,0,,,,80.688,0,0,0,0.0
2,6,3,0,,,,82.152,0,0,0,0.0
2,7,3,0,,,,82.992,0,0,0,0.0
2,8,3,0,,,,95.088,0,0,0,0.0
2,9,3,0,,,,104.208,0,0,0,0.0
2,10,3,0,,,,158.844,0,0,0,0.0
2,11,3,0,,,,155.88,0,0,0,0.0
2,12,3,0,,,,152.052,0,0,0,0.0
2,13,3,0,,,,140.496,0,0,0,0.0
2,14,3,0,,,,136.488,0,0,0,0.0
2,15,3,0,,,,143.484,0,0,0,0.0
2,16,3,0,,,,138.3,0,0,0,0.0
2,17,3,0,,,,134.556,0,0,0,0.0
2,18,3,0,,,,138.564,0,0,0,0.0
2,19,3,0,,,,135.168,0,0,0,0.0
2,20,3,0,,,,126.012,0,0,0,0.0
2,21,3,0,,,,129.972,0,0,0,0.0
2,22,3,0,,,,122.172,0,0,0,0.0
2,23,3,0,,,,133.668,0,0,0,0.0
2,24,3,0,,,,90.78,0,0,0,0.0
2,1,4,0,,,,85.092,0,0,0,0.0
2,2,4,0,,,,79.704,0,0,0,0.0
2,3,4,0,,,,81.744,0,0,0,0.0
2,4,4,0,,,,83.304,0,0,0,0.0
2,5,4,0,,,,84.732,0,0,0,0.0
2,6,4,0,,,,88.248,0,0,0,0.0
2,7,4,0,,,,85.908,0,0,0,0.0
2,8,4,0,,,,92.004,0,0,0,0.0
2,9,4,0,,,,109.632,0,0,0,0.0
2,10,4,0,,,,154.368,0,0,0,0.0
2,11,4,0,,,,159.768,0,0,0,0.0
2,12,4,0,,,,148.512,0,0,0,0.0
2,13,4,0,,,,141.636,0,0,0,0.0
2,14,4,0,,,,140.568,0,0,0,0.0
2,15,4,0,,,,142.692,0,0,0,0.0
2,16,4,0,,,,141.912,0,0,0,0.0
2,17,4,0,,,,139.416,0,0,0,0.0
2,18,4,0,,,,134.94,0,0,0,0.0
2,19,4,0,,,,132.684,0,0,0,0.0
2,20,4,0,,,,131.592,0,0,0,0.0
2,21,4,0,,,,133.944,0,0,0,0.0
2,22,4,0,,,,129.9,0,0,0,0.0
2,23,4,0,,,,130.068,0,0,0,0.0
2,24,4,0,,,,90.684,0,0,0,0.0
2,1,5,0,,,,79.5,0,0,0,0.0
2,2,5,0,,,,85.152,0,0,0,0.0
2,3,5,0,,,,80.004,0,0,0,0.0
2,4,5,0,,,,81.42,0,0,0,0.0
2,5,5,0,,,,83.652,0,0,0,0.0
2,6,5,0,,,,77.904,0,0,0,0.0
2,7,5,0,,,,81.876,0,0,0,0.0
2,8,5,0,,,,88.548,0,0,0,0.0
2,9,5,0,,,,124.836,0,0,0,0.0
2,10,5,0,,,,160.056,0,0,0,0.0
2,11,5,0,,,,156.792,0,0,0,0.0
2,12,5,0,,,,141.924,0,0,0,0.0
2,13,5,0,,,,139.152,0,0,0,4.166666666666667
2,14,5,0,,,,138.876,0,0,0,14.166666666666666
2,15,5,0,,,,138.276,0,0,0,10.833333333333334
2,16,5,0,,,,138.168,0,0,0,2.5
2,17,5,0,,,,128.484,0,0,0,0.8333333333333334
2,18,5,0,,,,131.772,0,0,0,0.0
2,19,5,0,,,,127.272,0,0,0,0.0
2,20,5,0,,,,133.908,0,0,0,0.0
2,21,5,0,,,,132.636,0,0,0,0.0
2,22,5,0,,,,125.184,0,0,0,0.0
2,23,5,0,,,,125.112,0,0,0,0.0
2,24,5,0,,,,85.872,0,0,0,0.0
2,1,6,0,,,,75.6,0,0,0,0.0
2,2,6,0,,,,74.496,0,0,0,0.0
2,3,6,0,,,,75.012,0,0,0,0.0
2,4,6,0,,,,77.22,0,0,0,0.0
2,5,6,0,,,,75.3,0,0,0,0.0
2,6,6,0,,,,78.42,0,0,0,0.0
2,7,6,0,,,,81.6,0,0,0,0.0
2,8,6,0,,,,85.332,0,0,0,0.0
2,9,6,0,,,,106.572,0,0,0,0.0
2,10,6,0,,,,153.384,0,0,0,0.0
2,11,6,0,,,,163.26,0,0,0,6.666666666666667
2,12,6,0,,,,141.072,0,0,0,14.166666666666666
2,13,6,0,,,,143.292,0,0,0,5.0
2,14,6,0,,,,141.18,0,0,0,12.5
